STATE,COUNTY,STNAME,CONAME,POPDENSITY,POPESTIMATE2021
51,107,Virginia,Loudoun County,288.317756,21983
51,109,Virginia,Louisa County,27.53357204,427592
51,111,Virginia,Lunenburg County,10.98115119,38848
51,113,Virginia,Madison County,15.82158638,11926
51,115,Virginia,Mathews County,39.5327671,13942
51,117,Virginia,Mecklenburg County,19.04720888,8546
51,119,Virginia,Middlesex County,31.69861802,30248
51,121,Virginia,Montgomery County,97.80916474,10781
51,125,Virginia,Nelson County,12.14870629,98473
51,127,Virginia,New Kent County,38.79298696,14790
51,131,Virginia,Northampton County,21.80808623,23897
51,133,Virginia,Northumberland County,24.65466112,12085
51,135,Virginia,Nottoway County,19.03555833,12029
51,137,Virginia,Orange County,40.30898953,15594
51,139,Virginia,Page County,29.57719489,37188
51,141,Virginia,Patrick County,14.27753533,23807
51,143,Virginia,Pittsylvania County,24.57499339,17602
51,145,Virginia,Powhatan County,42.39988143,59972
51,147,Virginia,Prince Edward County,25.32667924,31136
51,149,Virginia,Prince George County,55.13934016,21932
51,153,Virginia,Prince William County,525.2628815,42880
51,155,Virginia,Pulaski County,41.32659225,484472
51,157,Virginia,Rappahannock County,10.62761296,33759
51,159,Virginia,Richmond County,17.90188511,7407
51,161,Virginia,Roanoke County,144.2166524,9017
51,163,Virginia,Rockbridge County,14.56857294,96589
51,165,Virginia,Rockingham County,36.09542556,22641
51,167,Virginia,Russell County,22.34797874,84394
51,169,Virginia,Scott County,15.85906997,25550
51,171,Virginia,Shenandoah County,32.71150971,21419
51,173,Virginia,Smyth County,26.56904103,44752
51,175,Virginia,Southampton County,11.55962629,29477
51,177,Virginia,Spotsylvania County,126.3714018,18006
51,179,Virginia,Stafford County,206.5466381,143676
51,181,Virginia,Surry County,9.135254713,160877
51,183,Virginia,Sussex County,9.046380986,6530
51,185,Virginia,Tazewell County,31.31740226,10763
51,187,Virginia,Warren County,70.99727487,39925
51,191,Virginia,Washington County,37.43397086,40925
51,193,Virginia,Westmoreland County,29.69606172,53635
51,195,Virginia,Wise County,37.34795996,18731
51,197,Virginia,Wythe County,24.18978897,35647
51,199,Virginia,York County,249.4741948,28178
51,510,Virginia,Alexandria city,4046.493213,70915
51,520,Virginia,Bristol city,503.9769988,154706
51,530,Virginia,Buena Vista city,383.7539484,17054
51,540,Virginia,Charlottesville city,1772.923952,6601
51,550,Virginia,Chesapeake city,271.2555353,45672
51,570,Virginia,Colonial Heights city,903.3525249,251269
51,580,Virginia,Covington city,394.1021087,18273
51,590,Virginia,Danville city,374.5065476,5717
51,595,Virginia,Emporia city,300.9327573,42215
51,600,Virginia,Fairfax city,1476.545205,5667
51,610,Virginia,Falls Church city,2654.018242,24276
51,620,Virginia,Franklin city,380.7806276,14493
51,630,Virginia,Fredericksburg city,1051.790825,8217
51,640,Virginia,Galax city,311.1745899,28367
51,650,Virginia,Hampton city,1018.340272,6660
51,660,Virginia,Harrisonburg city,1188.886976,137746
51,670,Virginia,Hopewell city,835.5357439,51430
51,678,Virginia,Lexington city,1098.408436,23140
51,680,Virginia,Lynchburg city,631.7360439,7456
51,683,Virginia,Manassas city,1625.070068,79009
51,685,Virginia,Manassas Park city,2511.654041,42708
51,690,Virginia,Martinsville city,461.6830877,17002
51,700,Virginia,Newport News city,1006.30368,13517
51,710,Virginia,Norfolk city,1779.834904,184587
51,720,Virginia,Norton city,206.0299865,235089
51,730,Virginia,Petersburg city,540.8614293,3666
51,735,Virginia,Poquoson city,302.2038591,33429
51,740,Virginia,Portsmouth city,1105.078045,12574
51,750,Virginia,Radford city,703.4623074,97840
51,760,Virginia,Richmond city,1442.146687,16499
51,770,Virginia,Roanoke city,904.6484086,226604
51,775,Virginia,Salem city,678.6850398,98865
51,790,Virginia,Staunton city,473.9327215,25373
51,800,Virginia,Suffolk city,86.24469607,25661
51,810,Virginia,Virginia Beach city,710.1799674,96194
51,820,Virginia,Waynesboro city,565.5191575,457672
51,830,Virginia,Williamsburg city,638.6440087,22550
51,840,Virginia,Winchester city,1167.139657,15590
53,1,Washington,Adams County,3.901559352,28136
53,3,Washington,Asotin County,13.55857989,20621
53,5,Washington,Benton County,44.09960568,22397
53,7,Washington,Chelan County,10.0131002,210025
53,9,Washington,Clallam County,16.54104323,79646
53,11,Washington,Clark County,285.9036491,78209
53,13,Washington,Columbia County,1.778518857,511404
53,15,Washington,Cowlitz County,35.58128382,4042
53,17,Washington,Douglas County,8.780166107,111524
53,19,Washington,Ferry County,1.327641282,43696
53,21,Washington,Franklin County,28.19276626,7273
53,23,Washington,Garfield County,1.208003087,98268
53,25,Washington,Grant County,13.66887645,2346
53,27,Washington,Grays Harbor County,14.61430512,100297
53,29,Washington,Island County,151.16567,76841
53,31,Washington,Jefferson County,6.605031399,87432
53,33,Washington,King County,394.8557332,33605
53,35,Washington,Kitsap County,256.478252,2252305
53,37,Washington,Kittitas County,7.533642585,274314
53,39,Washington,Klickitat County,4.413807036,45499
53,41,Washington,Lewis County,12.36463646,23118
53,43,Washington,Lincoln County,1.743694107,84398
53,45,Washington,Mason County,25.20310389,11232
53,47,Washington,Okanogan County,3.05278394,67615
53,49,Washington,Pacific County,8.808827018,42634
53,51,Washington,Pend Oreille County,3.644973251,23948
53,53,Washington,Pierce County,199.0552976,13886
53,55,Washington,San Juan County,36.57179587,925708
53,57,Washington,Skagit County,27.65011534,18557
53,59,Washington,Skamania County,2.705541935,130696
53,61,Washington,Snohomish County,145.5609686,12170
53,63,Washington,Spokane County,108.9811133,833540
53,65,Washington,Stevens County,6.890758741,546040
53,67,Washington,Thurston County,146.7926993,47426
53,69,Washington,Wahkiakum County,6.151638319,297977
53,71,Washington,Walla Walla County,18.31232697,4582
53,73,Washington,Whatcom County,39.71331035,62682
53,75,Washington,Whitman County,8.689018867,228831
53,77,Washington,Yakima County,22.41575481,47873
54,1,West Virginia,Barbour County,18.93951433,256035
54,3,West Virginia,Berkeley County,136.4498415,15468
54,5,West Virginia,Boone County,17.56549137,126069
54,7,West Virginia,Braxton County,10.79518704,21312
54,9,West Virginia,Brooke County,98.56552662,12247
54,11,West Virginia,Cabell County,130.9605756,22140
54,13,West Virginia,Calhoun County,10.22602104,93418
54,15,West Virginia,Clay County,9.919635136,6176
54,17,West Virginia,Doddridge County,10.30820666,7892
54,19,West Virginia,Fayette County,25.75092717,7735
54,21,West Virginia,Gilmer County,9.358771578,39927
54,23,West Virginia,Grant County,9.415308783,7377
54,25,West Virginia,Greenbrier County,13.38240761,10983
54,27,West Virginia,Hampshire County,14.08584133,32608
54,29,West Virginia,Hancock County,138.7193411,23302
54,31,West Virginia,Hardy County,9.177860175,28656
54,33,West Virginia,Harrison County,63.30566415,14160
54,35,West Virginia,Jackson County,24.12771551,65158
54,37,West Virginia,Jefferson County,103.6373274,27738
54,39,West Virginia,Kanawha County,79.52584488,58370
54,41,West Virginia,Lewis County,16.24122175,177952
54,43,West Virginia,Lincoln County,18.62130124,16892
54,45,West Virginia,Logan County,28.7616404,20126
54,47,West Virginia,McDowell County,13.90876411,31909
54,49,West Virginia,Marion County,70.65279753,18363
54,51,West Virginia,Marshall County,40.00311004,56001
54,53,West Virginia,Mason County,24.14576217,30115
54,55,West Virginia,Mercer County,55.74156947,25157
54,57,West Virginia,Mineral County,32.12303315,59097
54,59,West Virginia,Mingo County,22.57541655,26857
54,61,West Virginia,Monongalia County,112.8548858,23005
54,63,West Virginia,Monroe County,10.99861625,106387
54,65,West Virginia,Morgan County,29.70526622,12332
54,67,West Virginia,Nicholas County,15.11587899,17221
54,69,West Virginia,Ohio County,155.224963,24300
54,71,West Virginia,Pendleton County,3.913999285,41776
54,73,West Virginia,Pleasants County,22.27546376,6142
54,75,West Virginia,Pocahontas County,3.502970421,7601
54,77,West Virginia,Preston County,20.13604234,7841
54,79,West Virginia,Putnam County,63.27692094,34358
54,81,West Virginia,Raleigh County,48.62138983,57260
54,83,West Virginia,Randolph County,10.79355424,73771
54,85,West Virginia,Ritchie County,8.484183822,27806
54,87,West Virginia,Roane County,11.3420203,8383
54,89,West Virginia,Summers County,13.93929225,13898
54,91,West Virginia,Taylor County,37.88144123,11908
54,93,West Virginia,Tucker County,6.474592811,16492
54,95,West Virginia,Tyler County,13.42083618,6672
54,97,West Virginia,Upshur County,26.78804072,8155
54,99,West Virginia,Wayne County,31.06248326,23791
54,101,West Virginia,Webster County,5.942176683,38498
54,103,West Virginia,Wetzel County,16.83651403,8249
54,105,West Virginia,Wirt County,9.626352729,14170
54,107,West Virginia,Wood County,90.12947947,5063
54,109,West Virginia,Wyoming County,16.78314146,83624
55,1,Wisconsin,Adams County,12.00365698,21051
55,3,Wisconsin,Ashland County,5.805334489,20875
55,5,Wisconsin,Barron County,20.24490268,16107
55,7,Wisconsin,Bayfield County,3.916718463,46719
55,9,Wisconsin,Brown County,189.2196973,16320
55,11,Wisconsin,Buffalo County,7.522769421,269591
55,13,Wisconsin,Burnett County,7.170697467,13302
55,15,Wisconsin,Calumet County,60.42036361,16744
55,17,Wisconsin,Chippewa County,24.36602328,52539
55,19,Wisconsin,Clark County,11.00859372,66865
55,21,Wisconsin,Columbia County,28.7246932,34746
55,23,Wisconsin,Crawford County,11.02051478,58488
55,25,Wisconsin,Dane County,170.9771651,16075
55,27,Wisconsin,Dodge County,38.70069472,563951
55,29,Wisconsin,Door County,21.9814925,89313
55,31,Wisconsin,Douglas County,12.84804206,30369
55,33,Wisconsin,Dunn County,20.20886208,44203
55,35,Wisconsin,Eau Claire County,62.33524773,45547
55,37,Wisconsin,Florence County,3.430539987,106452
55,39,Wisconsin,Fond du Lac County,54.89984741,4593
55,41,Wisconsin,Forest County,3.432971861,104362
55,43,Wisconsin,Grant County,17.44813292,9258
55,45,Wisconsin,Green County,24.37023942,52110
55,47,Wisconsin,Green Lake County,20.71875952,36988
55,49,Wisconsin,Iowa County,11.95719362,19229
55,51,Wisconsin,Iron County,2.910323624,23756
55,53,Wisconsin,Jackson County,8.019932341,6178
55,55,Wisconsin,Jefferson County,58.73553431,21121
55,57,Wisconsin,Juneau County,13.29845005,84943
55,59,Wisconsin,Kenosha County,239.067524,26802
55,61,Wisconsin,Kewaunee County,22.95502266,168732
55,63,Wisconsin,La Crosse County,100.7198938,20543
55,65,Wisconsin,Lafayette County,10.19814104,120433
55,67,Wisconsin,Langlade County,8.49807714,16784
55,69,Wisconsin,Lincoln County,12.23639532,19502
55,71,Wisconsin,Manitowoc County,52.02609895,28541
55,73,Wisconsin,Marathon County,33.79720586,81505
55,75,Wisconsin,Marinette County,11.18398201,137648
55,77,Wisconsin,Marquette County,12.88427892,41875
55,78,Wisconsin,Menominee County,4.943762846,15792
55,79,Wisconsin,Milwaukee County,1525.658962,4289
55,81,Wisconsin,Monroe County,19.50088167,928059
55,83,Wisconsin,Oconto County,14.53706619,46193
55,85,Wisconsin,Oneida County,12.25093863,39356
55,87,Wisconsin,Outagamie County,111.8825436,38259
55,89,Wisconsin,Ozaukee County,146.2840382,191545
55,91,Wisconsin,Pepin County,12.08531652,92497
55,93,Wisconsin,Pierce County,27.9915072,7364
55,95,Wisconsin,Polk County,18.31064911,42587
55,97,Wisconsin,Portage County,34.03568264,45431
55,99,Wisconsin,Price County,4.153340903,70468
55,101,Wisconsin,Racine County,226.8381087,14050
55,103,Wisconsin,Richland County,11.55310319,196896
55,105,Wisconsin,Rock County,86.97423732,17212
55,107,Wisconsin,Rusk County,5.994272278,164381
55,109,Wisconsin,St. Croix County,46.98626536,14123
55,111,Wisconsin,Sauk County,29.52890454,95044
55,113,Wisconsin,Sawyer County,5.025763379,65697
55,115,Wisconsin,Shawano County,17.72640377,18295
55,117,Wisconsin,Sheboygan County,86.95694423,40859
55,119,Wisconsin,Taylor County,8.060764469,117747
55,121,Wisconsin,Trempealeau County,15.50614807,19923
55,123,Wisconsin,Vernon County,14.88486802,30724
55,125,Wisconsin,Vilas County,9.720213475,30915
55,127,Wisconsin,Walworth County,71.60799887,23520
55,129,Wisconsin,Washburn County,7.599367804,106799
55,131,Wisconsin,Washington County,120.6200114,16752
55,133,Wisconsin,Waukesha County,280.1570664,137175
55,135,Wisconsin,Waupaca County,26.56527306,408756
55,137,Wisconsin,Waushara County,14.87042915,51570
55,139,Wisconsin,Winnebago County,150.9318152,24828
55,141,Wisconsin,Wood County,35.67561459,171623
56,1,Wyoming,Albany County,3.441773464,74070
56,3,Wyoming,Big Horn County,1.464795836,37608
56,5,Wyoming,Campbell County,3.835883282,11632
56,7,Wyoming,Carbon County,0.756628568,46401
56,9,Wyoming,Converse County,1.270110157,14649
56,11,Wyoming,Crook County,1.002290125,13672
56,13,Wyoming,Fremont County,1.684899931,7315
56,15,Wyoming,Goshen County,2.331241154,39336
56,17,Wyoming,Hot Springs County,0.901482712,12537
56,19,Wyoming,Johnson County,0.791415419,4597
56,21,Wyoming,Laramie County,14.04356168,8623
56,23,Wyoming,Lincoln County,1.801124318,100863
56,25,Wyoming,Natrona County,5.827834773,20153
56,27,Wyoming,Niobrara County,0.35992692,79555
56,29,Wyoming,Park County,1.620351387,2438
56,31,Wyoming,Platte County,1.608814326,30108
56,33,Wyoming,Sheridan County,4.592168052,8699
56,35,Wyoming,Sublette County,0.786271794,31646
56,37,Wyoming,Sweetwater County,1.633614807,8697
56,39,Wyoming,Teton County,2.227538686,41614
56,41,Wyoming,Uinta County,3.822404961,23575
56,43,Wyoming,Washakie County,1.402001631,20635
56,45,Wyoming,Weston County,1.143169204,7705
