Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Status Code,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date,EV Connector Types,Facility Type
ELEC,Wolfchase Nissan,2956 N Germantown Rd,,Bartlett,TN,38133,901-255-3800,E,Public - Call ahead,Dealership business hours,,,2,1,35.205818,-89.791337,07/03/2022,39846,2022-03-07 19:49:53 UTC,15/03/2011,CHADEMO J1772,CAR_DEALER
ELEC,Dutch Miller Nissan,235 Century Blvd,,Bristol,TN,37620,423-989-6700,E,Public - Call ahead,Dealership business hours,,,1,0,36.54282,-82.2354,06/04/2022,39847,2022-04-06 14:08:04 UTC,15/03/2011,J1772,CAR_DEALER
ELEC,Nissan of Chattanooga East,2121 Chapman Rd,,Chattanooga,TN,37421,423-381-6435,E,Public - Call ahead,Dealership business hours,,,1,0,35.056433,-85.190515,09/06/2020,39848,2021-03-11 23:22:17 UTC,01/03/2017,J1772,CAR_DEALER
ELEC,Sutherlin Nissan - Mall of Georgia,3520 Highway 20,,Buford,GA,30519,678-714-1885,E,Public - Call ahead,Dealership business hours,,,2,1,34.075281,-83.98366,07/03/2022,39983,2022-03-07 19:49:53 UTC,15/03/2011,CHADEMO J1772,CAR_DEALER
ELEC,Nalley Nissan of Atlanta,2551 The Nalley Way,,Atlanta,GA,30360,855-416-9828,E,Public - Call ahead,"9am-8pm M-Sat, 12pm-5pm Sun",,,1,2,33.907866,-84.283186,09/06/2020,39985,2021-03-11 23:22:17 UTC,15/03/2011,CHADEMO J1772,CAR_DEALER
ELEC,Gwinnett Place Nissan,2555 Pleasant Hill Rd,,Duluth,GA,30096,770-476-7771,E,Public - Call ahead,Dealership business hours,,,1,1,33.967935,-84.146036,07/03/2022,39986,2022-03-07 19:49:53 UTC,15/03/2011,CHADEMO J1772 J1772COMBO,CAR_DEALER
ELEC,Stone Mountain Nissan,4275 Highway 78,,Lilburn,GA,30047,678-252-3100,E,Public - Call ahead,Dealership business hours,,,1,1,33.841932,-83.905677,07/03/2022,39988,2022-03-07 19:49:53 UTC,15/03/2011,CHADEMO J1772,CAR_DEALER
ELEC,AutoNation Nissan - Thornton Road,811 Thornton Rd,,Lithia Springs,GA,30122,770-674-6080,E,Public - Call ahead,Dealership business hours,,,1,1,33.784015,-84.612737,09/06/2020,39989,2021-03-11 23:22:17 UTC,15/03/2011,CHADEMO J1772,CAR_DEALER
ELEC,AutoNation Nissan - Marietta,925 Cobb Pkwy SE,,Marietta,GA,30060,770-674-6081,E,Public - Call ahead,Dealership business hours,,,1,1,33.92909,-84.50889,07/03/2022,39990,2022-03-07 19:49:53 UTC,15/03/2011,CHADEMO J1772 J1772COMBO,CAR_DEALER
ELEC,Nissan South,6889 Jonesboro Rd,,Morrow,GA,30260,770-968-1360,E,Public - Call ahead,Dealership business hours,,,1,0,33.566938,-84.344405,09/06/2020,39991,2021-03-11 23:22:17 UTC,15/03/2011,J1772,CAR_DEALER
ELEC,Regal Nissan,1090 Holcomb Bridge Rd,,Roswell,GA,30076,770-998-8686,E,Public - Call ahead,Dealership business hours,,,2,1,34.022437,-84.327529,07/03/2022,39992,2022-03-07 19:49:53 UTC,15/03/2011,CHADEMO J1772 J1772COMBO,CAR_DEALER
ELEC,Nissan South Union City,4080 Jonesboro Rd,,Union City,GA,30291,,E,Public - Call ahead,Dealership business hours; contact 770-964-4900 for more information,,,1,1,33.565412,-84.521117,07/03/2022,39993,2022-03-07 19:49:53 UTC,15/03/2011,CHADEMO J1772,CAR_DEALER
ELEC,Five Star Nissan,839 Warren Dr,,Warner Robins,GA,31088,478-987-5030,E,Public - Call ahead,Dealership business hours,,,1,0,32.555572,-83.66552,09/06/2020,39994,2021-03-11 23:22:17 UTC,15/03/2011,J1772,CAR_DEALER
ELEC,Modern Nissan - Concord,967 Concord Pkwy S,,Concord,NC,28027,704-788-2110,E,Public - Call ahead,Dealership business hours,,,1,1,35.392063,-80.622777,07/03/2022,40066,2022-03-07 19:49:53 UTC,15/03/2011,CHADEMO J1772 J1772COMBO,CAR_DEALER
ELEC,Fred Anderson Nissan,4559 Raeford Rd,,Fayetteville,NC,28304,910-758-2338,E,Public - Call ahead,Dealership business hours,,,1,1,35.042419,-78.956747,09/06/2020,40067,2021-03-11 23:22:17 UTC,15/03/2011,CHADEMO J1772,CAR_DEALER
ELEC,Vann Yorks High Point Nissan,1810 S Main St,,High Point,NC,27260,336-884-4122,E,Public - Call ahead,Dealership business hours,,,1,0,35.937981,-79.996012,09/06/2020,40068,2021-03-11 23:22:17 UTC,15/03/2011,J1772,CAR_DEALER
ELEC,Nissan of Lumberton,1949 Roberts Ave,,Lumberton,NC,28358,910-739-8371,E,Public - Call ahead,Dealership business hours,,,1,0,34.634487,-78.997134,09/06/2020,40069,2021-03-11 23:22:17 UTC,15/03/2011,J1772,CAR_DEALER
ELEC,Marriott Hotel - Underground Deck,1 E Lenoir St,P3 Level of Parking Deck,Raleigh,NC,27601,919-833-7522,E,Public,24 hours daily; pay garage,,,2,0,35.772881,-78.638502,10/01/2023,40745,2023-01-10 16:44:47 UTC,17/07/2011,J1772,HOTEL
ELEC,City of Raleigh - Performing Arts Center Deck,128 W South St,P2 Level of Parking Deck,Raleigh,NC,27601,919-996-3030,E,Public,24 hours daily; pay garage,,,1,0,35.772619,-78.641492,10/01/2023,40747,2023-01-10 16:44:47 UTC,17/07/2011,J1772,PAY_GARAGE
ELEC,City of Raleigh - Wilmington Station Deck,117 S Wilmington St,1st floor of parking deck,Raleigh,NC,27601,919-996-3030,E,Public,24 hours daily; pay garage,,1,1,0,35.77937,-78.638203,10/01/2023,40751,2023-01-10 16:44:47 UTC,17/07/2011,J1772 NEMA520,PAY_GARAGE
ELEC,Jim Ellis Chevrolet,5900 Peachtree Industrial Blvd,"South of I-285 on west side of Peachtree Industrial Blvd, located near the sales department",Atlanta,GA,30341,,E,Public - Call ahead,9am-8pm M-Sat; for Volt use only,,,6,1,33.90999,-84.2914,10/08/2022,40790,2022-08-10 13:32:10 UTC,27/07/2011,J1772 J1772COMBO,CAR_DEALER
ELEC,Neal's Garage,1907 W Markham Ave,At Ninth and Markham,Durham,NC,27705,919-286-1167,E,Public,24 hours daily,,,2,0,36.009999,-78.921405,10/01/2022,40854,2022-02-10 19:42:29 UTC,15/08/2011,J1772,GAS_STATION
ELEC,City of Kingsport - Parking Garage,215 W Center St,,Kingsport,TN,37660,423-229-9309,E,Public - Call ahead,24 hours daily,,,8,0,36.547921,-82.56179,14/09/2022,41483,2022-09-14 15:49:44 UTC,01/07/2011,J1772,PARKING_GARAGE
ELEC,Wilkerson Nature Preserve Park,11408 Raven Ridge Rd,,Raleigh,NC,27614,919-996-3030,E,Public,24 hours daily,,,2,0,35.92353,-78.599883,10/01/2023,41553,2023-01-10 16:44:47 UTC,25/05/2011,J1772,PARK
ELEC,Net Zero USA,7565 Industrial Ct,McFarland & Atlanta Highway,Alpharetta,GA,30004,770-754-0200,E,Public - Call ahead,8:30am-5:30pm M-Sat,,,1,0,34.138312,-84.251109,12/10/2021,42032,2022-02-10 19:42:29 UTC,05/12/2011,J1772,PARKING_LOT
ELEC,Raleigh Municipal Building Deck,201 W Morgan St,P3 Level of Parking Deck,Raleigh,NC,27601,919-996-3030,E,Public,24 hours daily; pay garage,,,2,0,35.779082,-78.641779,10/01/2023,42396,2023-01-10 16:44:47 UTC,14/11/2011,J1772,MUNI_GOV
ELEC,City of Raleigh,231 Fayetteville St,Curbside pay parking,Raleigh,NC,27601,919-996-3030,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily; metered parking,,,1,0,35.777283,-78.639281,10/01/2023,42397,2023-01-10 16:44:47 UTC,01/01/2013,J1772,STREET_PARKING
ELEC,City of Raleigh - Walnut Creek Wetland Center,950 Peterson St,,Raleigh,NC,27610,919-996-3030,E,Public,24 hours daily,,,2,0,35.760503,-78.625345,10/01/2023,42398,2023-01-10 16:44:47 UTC,14/11/2011,J1772,PARK
ELEC,City of Raleigh - Optimist Park and Community Center,5910 Whittier Dr,,Raleigh,NC,27609,919-996-3030,E,Public,24 hours daily,,,2,0,35.862603,-78.643641,10/01/2023,42399,2023-01-10 16:44:47 UTC,14/11/2011,J1772,REC_SPORTS_FACILITY
ELEC,City of Raleigh - Jaycee Park and Community Center,2401 Wade Ave,,Raleigh,NC,27607,919-996-3030,E,Public,24 hours daily,,,1,0,35.800443,-78.663445,10/01/2023,42400,2023-01-10 16:44:47 UTC,14/11/2011,J1772,REC_SPORTS_FACILITY
ELEC,City of Raleigh - Wilders Grove,630 Beacon Lake Dr,,Raleigh,NC,27610,919-996-3030,E,Public,24 hours daily,,,2,0,35.788789,-78.573106,10/01/2023,42401,2023-01-10 16:44:47 UTC,14/11/2011,J1772,MUNI_GOV
ELEC,City of Raleigh - Transit Center,808 Bus Way,,Raleigh,NC,27610,919-996-3030,E,Private,Drivers must bring their own J1772 cordset for Level 1 charging,,2,2,0,35.767483,-78.563464,10/01/2023,42402,2023-01-10 16:44:47 UTC,14/11/2011,J1772 NEMA520,MUNI_GOV
ELEC,City of Raleigh - Transit Center,808 Bus Way,,Raleigh,NC,27610,919-996-3030,E,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,1,1,0,35.767483,-78.563464,10/01/2023,42403,2023-01-10 16:44:47 UTC,14/11/2011,J1772 NEMA520,MUNI_GOV
ELEC,Alexander's Storage,101 W 8th St,Located behind the building,Columbia,TN,38401,931-381-0954,E,Public,24 hours daily,,,1,0,35.61323,-87.034614,10/09/2021,42872,2022-02-10 19:42:29 UTC,31/12/2011,J1772,STORAGE
ELEC,The Green Parking Garage,435 S Tryon St,At S Tryon St and Levine Avenue of the Arts,Charlotte,NC,28202,604-338-3232,E,Public,Garage business hours; pay lot,Cash M V,,6,0,35.223874,-80.846273,10/01/2023,42927,2023-01-10 16:44:47 UTC,08/08/2011,J1772,PAY_GARAGE
ELEC,Middle Tennessee Electric Membership Corp - Corporate Headquarters,555 New Salem Rd,,Murfreesboro,TN,37129,,E,Private,,,,1,0,35.837613,-86.407098,10/11/2022,42939,2022-11-10 16:40:31 UTC,30/04/2011,J1772,OFFICE_BLDG
ELEC,North Carolina State University - McKimmon Center and Solar House,1201 Gorman Ave,Gorman Ave between Varsity and Western,Raleigh,NC,27606,919-515-0314,E,Public,24 hours daily,,,2,0,35.78214,-78.6864,09/12/2021,43324,2022-02-10 19:42:29 UTC,20/02/2012,J1772,COLLEGE_CAMPUS
ELEC,Taylor Automotive,1007 Hawkins Ave,Located on the right of the building,Sanford,NC,27330,919-774-4037,E,Public,24 hours daily,,,1,0,35.49416,-79.180591,09/12/2021,43363,2022-02-10 19:42:29 UTC,03/02/2012,J1772,CAR_DEALER
ELEC,Middle Tennessee Electric Membership Corp - District Office,2156 Edward Curd Ln,,Franklin,TN,37067,,E,Private,,,,1,0,35.922223,-86.821182,10/11/2022,43761,2022-11-10 16:40:31 UTC,31/08/2011,J1772,OFFICE_BLDG
ELEC,Nissan North America,1 Nissan Way,,Franklin,TN,37067,615-725-1000,E,Public,24 hours daily,,,4,3,35.940203,-86.813764,09/06/2020,43762,2021-03-11 23:22:17 UTC,01/01/2016,CHADEMO J1772,OFFICE_BLDG
ELEC,Middle Tennessee Electric Membership Corp - District Office,201 Maddox-Simpson Pkwy,,Lebanon,TN,37090,,E,Private,,,,1,0,36.174597,-86.298021,10/11/2022,43763,2022-11-10 16:40:31 UTC,31/08/2011,J1772,OFFICE_BLDG
ELEC,Middle Tennessee Electric Membership Corp - District Office,326 Saint Andrews Dr,,Murfreesboro,TN,37128,,E,Private,,,,1,0,35.843311,-86.446636,10/11/2022,43764,2022-11-10 16:40:31 UTC,31/08/2011,J1772,OFFICE_BLDG
ELEC,Carriage Nissan,2400 Browns Bridge Rd,,Gainesville,GA,30504,770-532-6335,E,Public - Call ahead,Dealership business hours,,,1,1,34.275207,-83.85946,07/03/2022,43839,2022-03-07 19:49:53 UTC,01/03/2011,CHADEMO J1772,CAR_DEALER
ELEC,Town Center Nissan,2310 Barrett Lakes Blvd N,,Kennesaw,GA,30144,770-423-9691,E,Public - Call ahead,Dealership business hours,,,2,1,34.010005,-84.577162,07/03/2022,43840,2022-03-07 19:49:53 UTC,01/03/2011,CHADEMO J1772 J1772COMBO,CAR_DEALER
ELEC,Carolina Nissan,1329 Huffman Mill Rd,,Burlington,NC,27215,336-584-0201,E,Public - Call ahead,Dealership business hours,,,2,1,36.063557,-79.503697,07/03/2022,43876,2022-03-07 19:49:53 UTC,01/04/2011,CHADEMO J1772,CAR_DEALER
ELEC,Carolina Nissan,1329 Huffman Mill Rd,,Burlington,NC,27215,336-584-0201,E,Private,Dealership use only,,,2,0,36.063557,-79.503697,07/03/2022,43877,2022-03-07 19:49:53 UTC,01/04/2011,J1772,CAR_DEALER
ELEC,North Carolina State University - Joyner Visitor Center,1210 Varsity Dr,,Raleigh,NC,27606,919-513-1200,E,Public,24 hours daily,,,2,0,35.784037,-78.684667,09/12/2021,43880,2022-02-10 19:42:29 UTC,01/02/2012,J1772,COLLEGE_CAMPUS
ELEC,Northern Wake Tech Community College,6600 Louisburg Rd,"Parking Lot A, at intersection of Success Way and Excellence Drive",Raleigh,NC,27616,919-532-5502,E,Public,24 hours daily; staff and visitor use only,,,2,0,35.867552,-78.543695,04/11/2021,44301,2022-04-28 20:01:31 UTC,29/02/2012,J1772,COLLEGE_CAMPUS
ELEC,Whole Foods Market,8710 Six Forks Rd,East side parking lot,Raleigh,NC,27615,919-354-0350,E,Public - Credit card at all times,Market business hours,CREDIT Debit,,2,0,35.898899,-78.650239,09/12/2021,44302,2022-02-10 19:42:29 UTC,01/01/2012,J1772,GROCERY
ELEC,Asheville Chamber of Commerce & Visitors Center,36 Montford Ave,,Asheville,NC,28801,828-258-6101  828-258-6129,E,Public,9am-5pm daily,,,2,0,35.597527,-82.560582,09/12/2021,44376,2022-02-10 19:42:29 UTC,29/02/2012,J1772,MUNI_GOV
ELEC,College Street Parking Deck,164 College St,Center of ground level,Asheville,NC,28801,828-259-5792,E,Public - Call ahead,24 hours daily,,,6,0,35.597377,-82.549206,04/11/2021,44377,2022-02-10 19:42:29 UTC,29/02/2012,J1772,PAY_GARAGE
ELEC,Ingles Markets - Skyland Plaza,1865 Hendersonville Rd,Close to gas station and car wash in front of Ingles,Asheville,NC,28803,828-274-0804,E,Public,24 hours daily,,,6,0,35.499836,-82.522586,10/01/2023,44378,2023-01-10 16:44:47 UTC,29/02/2012,J1772,GROCERY
ELEC,FAYETTEVILLE NC FRANKLIN 2,208 Franklin St,,Fayetteville,NC,28301,888-758-4389,E,Public,24 hours daily,,,2,0,35.052556,-78.880206,12/01/2023,44944,2023-01-12 23:20:59 UTC,15/03/2012,J1772,
ELEC,"CHARLOTTE, NC CMGC STATION 4",232 S Davidson St,,Charlotte,NC,28202,888-758-4389,E,Public,24 hours daily,,,2,0,35.221981,-80.839984,12/01/2023,45854,2023-01-12 23:12:29 UTC,31/05/2012,J1772,
ELEC,"CHARLOTTE, NC MALLARD CK 02",1712 J N Pease Pl,,Charlotte,NC,28262,888-758-4389,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,2,0,35.323848,-80.773027,23/01/2023,45858,2023-01-23 23:04:52 UTC,01/04/2012,J1772,
ELEC,PMC Enterprises,240 Industrial Park Dr,Exit 185 off Interstate 75. Less than 3/4 mile off interstate,Forsyth,GA,31029,478-994-2848,E,Public,During business hours,,,1,0,33.020179,-83.912616,11/10/2022,46291,2022-10-11 18:56:12 UTC,05/01/2021,J1772,OFFICE_BLDG
ELEC,Michael Jordan Nissan,3930 Chapel Hill Blvd,,Durham,NC,27707,919-489-3800,E,Public - Call ahead,Dealership business hours,,,2,2,35.97051751,-78.95684759,07/03/2022,46407,2022-03-07 19:49:53 UTC,01/08/2011,CHADEMO J1772 J1772COMBO,CAR_DEALER
ELEC,HCA Corporate Headquarters - Building 1,One Park Plaza,,Nashville,TN,37203,,E,Private,Employee use only,,,4,0,36.15403028,-86.81379927,14/09/2022,46470,2022-09-14 15:49:44 UTC,15/07/2011,J1772,OFFICE_BLDG
ELEC,Vaden Nissan,10421 Abercorn St,,Savannah,GA,31419,912-920-5480,E,Public - Call ahead,Dealership business hours,,,3,1,31.986772,-81.13254,09/06/2020,46483,2021-03-11 23:22:17 UTC,31/01/2012,CHADEMO J1772,CAR_DEALER
ELEC,Vaden Nissan,10421 Abercorn St,,Savannah,GA,31419,912-920-5480,E,Private,,,,1,0,31.986772,-81.13254,09/06/2020,46484,2021-03-11 23:22:17 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Vaden Nissan of Statesboro,686 Brannen St,,Statesboro,GA,30458,912-681-4700,E,Public - Call ahead,Dealership business hours,,,1,0,32.423702,-81.791801,09/06/2020,46486,2021-03-11 23:22:17 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Flowers Nissan,1630 E Jackson St,,Thomasville,GA,31792,229-226-1106,E,Public - Call ahead,Dealership business hours,,,1,0,30.857666,-83.950487,09/06/2020,46488,2021-03-11 23:22:17 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Flowers Nissan,1630 E Jackson St,,Thomasville,GA,31792,229-226-1106,E,Private,,,,1,0,30.857666,-83.950487,09/06/2020,46489,2021-03-11 23:22:17 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Tenneson Nissan,535 Old Omega Rd,,Tifton,GA,31794,229-382-7777,E,Public - Call ahead,Dealership business hours,,,1,0,31.441223,-83.524911,09/06/2020,46490,2021-03-11 23:22:17 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Tenneson Nissan,535 Old Omega Rd,,Tifton,GA,31794,229-382-7777,E,Private,,,,1,0,31.441223,-83.524911,09/06/2020,46491,2021-03-11 23:22:17 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Valdosta Nissan,3715 Inner Perimeter Rd,,Valdosta,GA,31602,229-242-7325,E,Public - Call ahead,Dealership business hours,,,1,0,30.883336,-83.269586,09/06/2020,46492,2021-03-11 23:22:17 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Valdosta Nissan,3715 Inner Perimeter Rd,,Valdosta,GA,31602,229-242-7325,E,Private,,,,1,0,30.883336,-83.269586,09/06/2020,46493,2021-03-11 23:22:17 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Woody Folsom Nissan,1609 E 1st St,,Vidalia,GA,30474,912-537-9079,E,Public - Call ahead,Dealership business hours,,,1,0,32.210564,-82.391607,09/06/2020,46494,2021-03-11 23:22:17 UTC,29/05/2018,J1772,CAR_DEALER
ELEC,Five Star Nissan - Albany,1100 E Oglethorpe Blvd,,Albany,GA,31705,229-436-8807,E,Public - Call ahead,Dealership business hours,,,1,0,31.57122,-84.125568,09/06/2020,46640,2021-03-11 23:22:17 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Five Star Nissan - Albany,1100 E Oglethorpe Blvd,,Albany,GA,31705,229-436-8807,E,Private,,,,1,0,31.57122,-84.125568,09/06/2020,46641,2021-03-11 23:22:17 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Hilton Garden Inn - Marietta,3045 Windy Hill Rd,,Atlanta,GA,30339,770-953-8850,E,Public,24 hours daily; for guest use only,,,4,0,33.9064807,-84.4639319,10/08/2022,46642,2022-08-10 13:32:10 UTC,15/02/2012,J1772,HOTEL
ELEC,Nissan of Augusta,3300 Washington Rd,,Augusta,GA,30907,706-854-1000,E,Public - Call ahead,Dealership business hours,,,1,0,33.515068,-82.067573,09/06/2020,46643,2021-03-11 23:22:17 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Nissan of Augusta,3300 Washington Rd,,Augusta,GA,30907,706-854-1000,E,Private,,,,1,0,33.515068,-82.067573,09/06/2020,46644,2021-03-11 23:22:17 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Nissan of Athens,4735 Atlanta Hwy,,Athens,GA,30606,706-549-6600,E,Public - Call ahead,Dealership business hours,,,1,1,33.940287,-83.49648,07/03/2022,46645,2022-03-07 19:49:53 UTC,31/01/2012,CHADEMO J1772,CAR_DEALER
ELEC,Nissan of Athens,4735 Atlanta Hwy,,Athens,GA,30606,706-549-6600,E,Private,,,,1,0,33.940287,-83.49648,07/03/2022,46646,2022-03-07 19:49:53 UTC,31/01/2012,J1772,CAR_DEALER
ELEC,Scott Evans Nissan,725 Bankhead Hwy,,Carrollton,GA,30117,770-832-8222,E,Public - Call ahead,Dealership business hours,,,1,1,33.587958,-85.053239,07/03/2022,46647,2022-03-07 19:49:53 UTC,31/01/2012,CHADEMO J1772,CAR_DEALER
